acc_Z_rms,class_label,window_id
0.17208944643185037,Abnormal,200W_S10_CCW_R4_W0328
0.15433182359827521,Abnormal,100W_S03_CCW_R4_W0059
0.08664177053590615,Normal,100W_S00_CCW_R4_W0001
0.09618667477088148,Abnormal,100W_S08_CW_R4_W0164
0.2529708606980587,Normal,200W_S02_CW_R4_W0450
0.656633889782314,Abnormal,200W_S01_CW_R4_W0319
0.2169871844096706,Abnormal,200W_S08_CW_R4_W0618
0.08691735018842084,Normal,200W_S02_CW_R4_W0470
0.2840482650942202,Normal,200W_S03_CW_R4_W0506
0.18226958145686828,Normal,100W_S01_CCW_R4_W0021
0.10871772825107229,Abnormal,200W_S20_CW_R4_W0486
