acc_Z_rms,class_label,window_id
0.08915452910590557,Abnormal,100W_S17_CW_R4_W0232
1.1613908594471636,Abnormal,200W_S01_CCW_R4_W0303
0.08062362419957082,Normal,100W_S05_CCW_R4_W0098
0.0869268814368966,Normal,100W_S05_CW_R4_W0104
0.274264123700526,Normal,200W_S03_CW_R4_W0507
0.14519512237108695,Abnormal,200W_S17_CCW_R4_W0354
0.18226958145686828,Normal,100W_S01_CCW_R4_W0021
0.2807960262842443,Abnormal,200W_S18_CW_R4_W0390
0.10806657550642501,Normal,100W_S05_CW_R4_W0113
0.21341460731197867,Abnormal,200W_S07_CW_R4_W0604
0.8607791216855896,Abnormal,200W_S01_CW_R4_W0325
0.1453810220523232,Abnormal,100W_S07_CW_R4_W0148
0.2831749893096337,Abnormal,200W_S08_CW_R4_W0624
0.08691735018842084,Normal,200W_S02_CW_R4_W0470
0.14229096646681377,Abnormal,200W_S09_CCW_R4_W0638
0.1453068192211018,Normal,100W_S01_CW_R4_W0025
0.13233369335102257,Abnormal,100W_S03_CCW_R4_W0062
0.1388537015586281,Normal,200W_S02_CW_R4_W0449
0.1771518901130799,Normal,100W_S01_CCW_R4_W0017
0.13745555582036928,Abnormal,100W_S18_CW_R4_W0245
0.12839188180452227,Abnormal,200W_S10_CW_R4_W0343
0.1167059948053109,Abnormal,200W_S06_CW_R4_W0581
0.11153139151830503,Normal,100W_S05_CCW_R4_W0097
