acc_Y_rms,class_label,window_id
0.17432543190267935,Normal,100W_S01_CCW_R4_W0018
0.14087808197068896,Abnormal,200W_S07_CCW_R4_W0584
0.18317323567376356,Normal,100W_S01_CW_R4_W0024
0.17736711533181154,Normal,200W_S02_CW_R4_W0431
0.43302151396568817,Abnormal,200W_S08_CW_R4_W0617
0.17574241965172366,Abnormal,200W_S19_CCW_R4_W0397
0.11174496902470389,Normal,100W_S06_CW_R4_W0133
0.17724571740216497,Abnormal,200W_S07_CW_R4_W0595
0.15955007349084507,Abnormal,100W_S03_CCW_R4_W0056
0.10837477376089986,Normal,100W_S05_CCW_R4_W0101
0.18317323567376356,Normal,100W_S01_CW_R4_W0024
0.1103505671192107,Abnormal,200W_S07_CCW_R4_W0583
0.09750803017301446,Normal,100W_S05_CW_R4_W0111
0.15939058031234377,Normal,200W_S02_CW_R4_W0448
0.16785240360024503,Normal,100W_S01_CW_R4_W0031
0.15030843189975346,Abnormal,200W_S07_CW_R4_W0594
0.16890833543947772,Normal,200W_S03_CW_R4_W0505
0.13725840968918634,Abnormal,100W_S18_CCW_R4_W0241
0.13470403548963056,Abnormal,200W_S06_CW_R4_W0573
0.1615925621648761,Normal,100W_S01_CCW_R4_W0014
0.10551183300255056,Abnormal,200W_S17_CCW_R4_W0352
0.16133023084186174,Abnormal,200W_S17_CCW_R4_W0362
2.5547173127057756,Abnormal,200W_S01_CCW_R4_W0300
0.16151755675593968,Abnormal,200W_S10_CCW_R4_W0336
0.15541307234870422,Abnormal,100W_S03_CW_R4_W0073
0.16502405136950493,Abnormal,200W_S06_CW_R4_W0575
0.11233745750176094,Normal,100W_S00_CW_R4_W0009
0.19464145027045224,Abnormal,200W_S10_CW_R4_W0348
0.18585902019082856,Normal,100W_S01_CCW_R4_W0017
0.15124443696060585,Abnormal,100W_S03_CW_R4_W0067
0.14193211374618486,Abnormal,100W_S02_CCW_R4_W0042
0.1919665650619808,Abnormal,200W_S06_CW_R4_W0582
0.14252385532136874,Abnormal,100W_S03_CW_R4_W0069
0.10780076130542468,Abnormal,100W_S08_CW_R4_W0171
0.17432543190267935,Normal,100W_S01_CCW_R4_W0018
0.1534610430764282,Abnormal,100W_S08_CW_R4_W0173
0.17836712316604011,Normal,200W_S03_CCW_R4_W0497
0.09323763622835153,Abnormal,100W_S09_CW_R4_W0189
0.09326500360370105,Normal,100W_S00_CCW_R4_W0004
0.2042753792731925,Abnormal,200W_S20_CW_R4_W0491
0.16356601402124007,Abnormal,200W_S04_CCW_R4_W0518
0.10722321512834113,Normal,100W_S05_CCW_R4_W0098
0.25301047873638716,Abnormal,200W_S08_CW_R4_W0623
0.15362926386975995,Abnormal,100W_S02_CCW_R4_W0039
0.16520572337612663,Abnormal,200W_S04_CW_R4_W0532
0.09397612955140323,Abnormal,100W_S07_CW_R4_W0144
0.15904743501804505,Normal,200W_S02_CW_R4_W0443
0.1326402625416761,Abnormal,100W_S20_CCW_R4_W0283
0.17113533632796676,Abnormal,200W_S04_CCW_R4_W0522
0.08220679253559579,Abnormal,100W_S09_CCW_R4_W0175
0.16461046688956063,Normal,200W_S02_CW_R4_W0468
0.15269479249966417,Abnormal,100W_S18_CW_R4_W0247
0.09210519703994198,Abnormal,100W_S20_CCW_R4_W0274
1.4901053524285162,Abnormal,200W_S01_CW_R4_W0320
0.13771863427612244,Abnormal,200W_S10_CCW_R4_W0337
0.16506575236949847,Abnormal,100W_S18_CCW_R4_W0237
0.09117163890926498,Abnormal,100W_S09_CCW_R4_W0181
0.15714553080193355,Abnormal,200W_S10_CW_R4_W0350
0.24211983848551524,Abnormal,200W_S18_CW_R4_W0388
0.22656321821453596,Abnormal,200W_S04_CW_R4_W0531
0.1895584365481404,Normal,200W_S02_CW_R4_W0467
0.15711361854286923,Abnormal,100W_S03_CW_R4_W0070
0.08618820233891894,Normal,100W_S00_CCW_R4_W0000
0.16746629387045844,Abnormal,200W_S10_CW_R4_W0347
0.15102506215735795,Abnormal,100W_S08_CW_R4_W0169
0.16681067107078607,Abnormal,100W_S18_CW_R4_W0250
0.1131836506245859,Abnormal,200W_S07_CW_R4_W0597
0.12220045282499059,Normal,100W_S00_CW_R4_W0008
0.03449868932617618,Normal,200W_S02_CW_R4_W0437
0.1033627623978424,Abnormal,100W_S17_CW_R4_W0228
0.14650690466656657,Abnormal,200W_S07_CCW_R4_W0593
0.17975542820238755,Normal,200W_S02_CW_R4_W0420
0.20398152772768152,Abnormal,200W_S09_CCW_R4_W0636
0.1398309178592412,Abnormal,200W_S10_CCW_R4_W0329
0.12220045282499059,Normal,100W_S00_CW_R4_W0008
0.11061968079623843,Normal,100W_S05_CCW_R4_W0096
0.1483124299623014,Abnormal,100W_S02_CW_R4_W0051
0.18139349196951352,Abnormal,200W_S19_CCW_R4_W0398
0.13062007100633388,Abnormal,100W_S03_CCW_R4_W0058
0.11476584155561102,Abnormal,200W_S06_CW_R4_W0572
0.20462750270352542,Normal,200W_S02_CW_R4_W0442
0.3172566424152805,Abnormal,200W_S18_CW_R4_W0386
0.03502641002035952,Normal,200W_S02_CW_R4_W0433
0.11233745750176094,Normal,100W_S00_CW_R4_W0009
0.11768548769142523,Normal,100W_S05_CW_R4_W0112
2.3697688170123317,Abnormal,200W_S01_CCW_R4_W0299
0.15967684694074472,Abnormal,100W_S02_CCW_R4_W0041
0.1504188440832513,Abnormal,200W_S07_CW_R4_W0596
0.07758271792996137,Abnormal,100W_S19_CW_R4_W0271
0.18337358076275018,Abnormal,200W_S20_CW_R4_W0496
0.15755307889593856,Abnormal,100W_S03_CW_R4_W0072
0.09422217656183114,Abnormal,100W_S19_CW_R4_W0272
0.1193518025750195,Abnormal,200W_S06_CW_R4_W0580
0.28347200259183236,Abnormal,200W_S08_CW_R4_W0626
0.145515247825459,Abnormal,100W_S03_CW_R4_W0068
0.0896334272455086,Normal,100W_S00_CCW_R4_W0003
0.16110576334226404,Abnormal,100W_S02_CCW_R4_W0037
0.09855143258395078,Abnormal,100W_S09_CW_R4_W0192
0.11233745750176094,Normal,100W_S00_CW_R4_W0009
0.16461046688956063,Normal,200W_S02_CW_R4_W0452
0.08524924751656553,Normal,100W_S00_CW_R4_W0007
0.17369034974415562,Abnormal,200W_S19_CCW_R4_W0404
0.1893140895008183,Normal,200W_S03_CW_R4_W0506
0.11432587551345542,Abnormal,100W_S18_CW_R4_W0252
0.14873380789984886,Normal,100W_S01_CW_R4_W0027
0.12306929987454737,Abnormal,200W_S17_CCW_R4_W0351
0.10582635996878474,Normal,100W_S06_CW_R4_W0127
0.19066685926762245,Normal,200W_S02_CW_R4_W0422
0.10554942645114984,Abnormal,100W_S09_CCW_R4_W0183
0.11703823345697976,Abnormal,200W_S17_CCW_R4_W0360
0.19101700818617656,Abnormal,200W_S10_CW_R4_W0341
0.15098117295475585,Abnormal,200W_S07_CW_R4_W0602
0.16461046688956063,Normal,200W_S02_CW_R4_W0452
0.1400153523150779,Abnormal,200W_S10_CCW_R4_W0333
0.11667942956558655,Normal,100W_S06_CW_R4_W0126
0.13615823096929966,Abnormal,100W_S03_CCW_R4_W0057
0.13582091351524686,Abnormal,100W_S07_CCW_R4_W0136
0.0726792143014642,Abnormal,100W_S09_CW_R4_W0190
0.1963377843690646,Abnormal,200W_S19_CCW_R4_W0406
0.13480646081909503,Abnormal,200W_S17_CCW_R4_W0357
0.21226701494926584,Abnormal,200W_S04_CW_R4_W0527
0.1262542767177489,Abnormal,100W_S20_CCW_R4_W0275
0.18339440442720104,Abnormal,200W_S19_CCW_R4_W0400
0.12077734799463802,Abnormal,100W_S18_CW_R4_W0249
0.15939058031234377,Normal,200W_S02_CW_R4_W0448
0.1969539415687673,Abnormal,200W_S10_CW_R4_W0344
0.10592885905284297,Abnormal,100W_S08_CW_R4_W0167
0.18784478828080972,Abnormal,200W_S04_CCW_R4_W0515
0.12750699674600022,Abnormal,100W_S07_CW_R4_W0153
0.16461046688956063,Normal,200W_S02_CW_R4_W0468
0.2189873211800831,Abnormal,200W_S04_CCW_R4_W0517
0.19349384237546427,Abnormal,200W_S19_CCW_R4_W0399
0.8581154141617511,Abnormal,200W_S01_CCW_R4_W0313
0.14414034438076978,Abnormal,200W_S17_CCW_R4_W0359
0.08961035162623443,Abnormal,100W_S19_CW_R4_W0266
0.31018645034652287,Abnormal,200W_S18_CW_R4_W0387
0.09618978636243292,Abnormal,100W_S19_CW_R4_W0269
0.18070230493794814,Abnormal,200W_S10_CW_R4_W0349
1.721857953769032,Abnormal,200W_S01_CW_R4_W0324
0.21983045812166116,Normal,200W_S02_CW_R4_W0446
0.145123402372317,Abnormal,100W_S02_CW_R4_W0053
0.14601571665760618,Abnormal,100W_S20_CCW_R4_W0282
0.17789105208693784,Abnormal,200W_S06_CW_R4_W0574
0.17162496927191895,Abnormal,200W_S06_CW_R4_W0579
0.4555180808864531,Abnormal,200W_S08_CW_R4_W0620
0.15641531043123924,Abnormal,200W_S10_CW_R4_W0342
0.10154829387626133,Abnormal,100W_S09_CCW_R4_W0177
2.586877200341874,Abnormal,200W_S01_CCW_R4_W0296
0.1569543538055242,Abnormal,100W_S02_CCW_R4_W0038
0.19205122641445202,Normal,200W_S02_CW_R4_W0430
0.14358673035707054,Abnormal,100W_S03_CW_R4_W0071
0.14115582696398307,Abnormal,100W_S17_CW_R4_W0233
0.11638540770349388,Abnormal,100W_S09_CCW_R4_W0176
0.133939389535762,Normal,200W_S02_CW_R4_W0421
0.19195070684432372,Abnormal,200W_S19_CCW_R4_W0402
0.1294889488315794,Abnormal,100W_S08_CW_R4_W0168
0.235173651228825,Abnormal,200W_S04_CCW_R4_W0516
0.3019859346298299,Abnormal,200W_S18_CW_R4_W0389
0.11174496902470389,Normal,100W_S06_CW_R4_W0133
0.0796232237171921,Abnormal,100W_S19_CW_R4_W0270
0.14646321619700287,Abnormal,200W_S20_CW_R4_W0493
0.15216966739383175,Normal,200W_S02_CW_R4_W0454
0.12734617325186354,Abnormal,200W_S17_CCW_R4_W0353
0.25718432504966315,Abnormal,200W_S04_CW_R4_W0534
0.10781838362450738,Normal,100W_S05_CW_R4_W0108
0.15783526754492794,Abnormal,200W_S10_CW_R4_W0346
0.1449662919199951,Abnormal,200W_S07_CCW_R4_W0588
0.15939058031234377,Normal,200W_S02_CW_R4_W0448
0.09503259836821656,Abnormal,100W_S19_CW_R4_W0268
0.0930647039908286,Abnormal,100W_S09_CW_R4_W0186
0.14306540237184104,Abnormal,100W_S03_CCW_R4_W0060
0.08973988583178429,Normal,200W_S02_CW_R4_W0432
0.03448068811270461,Normal,200W_S02_CW_R4_W0434
0.1731223184472811,Normal,200W_S03_CW_R4_W0509
0.23228486472353613,Normal,200W_S02_CW_R4_W0423
0.12494198401475527,Abnormal,100W_S02_CW_R4_W0044
0.1675835596186081,Normal,200W_S02_CW_R4_W0447
0.16489962797057475,Abnormal,200W_S04_CW_R4_W0528
1.3953500060186232,Abnormal,200W_S01_CW_R4_W0326
0.15086253483128723,Abnormal,100W_S08_CW_R4_W0165
0.0896334272455086,Normal,100W_S00_CCW_R4_W0003
0.1895584365481404,Normal,200W_S02_CW_R4_W0467
0.06419179594466502,Abnormal,100W_S09_CW_R4_W0184
0.12637481010872753,Abnormal,200W_S17_CCW_R4_W0355
0.1753858846028912,Abnormal,200W_S19_CCW_R4_W0401
0.15190128494660224,Abnormal,100W_S02_CW_R4_W0052
0.11764577549143192,Normal,100W_S05_CW_R4_W0105
0.3005028736204203,Abnormal,200W_S18_CW_R4_W0393
0.10690420629871755,Abnormal,100W_S07_CCW_R4_W0140
0.07360680806472965,Abnormal,100W_S19_CW_R4_W0267
0.12865218375231946,Abnormal,100W_S17_CW_R4_W0229
0.18715172939444896,Abnormal,200W_S20_CW_R4_W0494
0.234369625985735,Normal,200W_S02_CW_R4_W0466
0.1214662259882826,Abnormal,100W_S17_CW_R4_W0231
0.180658610568432,Abnormal,200W_S06_CW_R4_W0578
0.21378091060563661,Normal,200W_S02_CW_R4_W0449
0.13252959826653996,Abnormal,100W_S08_CW_R4_W0170
0.17790955485626614,Abnormal,200W_S04_CCW_R4_W0523
0.09643972245015274,Abnormal,100W_S07_CW_R4_W0147
0.14997997175210556,Abnormal,100W_S02_CW_R4_W0045
0.19066685926762245,Normal,200W_S02_CW_R4_W0422
0.10987231639331015,Abnormal,100W_S20_CCW_R4_W0277
0.1333503824685952,Abnormal,100W_S07_CW_R4_W0149
0.08973988583178429,Normal,200W_S02_CW_R4_W0432
0.133939389535762,Normal,200W_S02_CW_R4_W0421
0.033928037858247155,Normal,200W_S02_CW_R4_W0435
0.1313536204356047,Abnormal,100W_S18_CCW_R4_W0242
1.4518963775783713,Abnormal,200W_S01_CW_R4_W0322
0.11066831930048905,Abnormal,100W_S07_CCW_R4_W0134
0.11477628820760455,Abnormal,200W_S06_CW_R4_W0576
0.09554852566315573,Normal,100W_S00_CCW_R4_W0001
0.3208190106495504,Abnormal,200W_S18_CW_R4_W0395
0.098213601573538,Abnormal,100W_S09_CCW_R4_W0174
0.11203148396600583,Abnormal,100W_S18_CCW_R4_W0235
0.08494272336271946,Abnormal,100W_S19_CW_R4_W0273
0.15944367476169713,Abnormal,100W_S02_CCW_R4_W0036
0.21447882353110254,Abnormal,200W_S04_CCW_R4_W0521
0.1675835596186081,Normal,200W_S02_CW_R4_W0447
0.11876567994609641,Normal,100W_S05_CCW_R4_W0102
0.15939058031234377,Normal,200W_S02_CW_R4_W0448
0.13512607666540064,Normal,200W_S03_CW_R4_W0508
0.1760235570970108,Abnormal,200W_S07_CW_R4_W0603
0.21983045812166116,Normal,200W_S02_CW_R4_W0462
1.8713601149195467,Abnormal,200W_S01_CW_R4_W0321
0.11741168167594959,Abnormal,200W_S07_CCW_R4_W0591
0.0896334272455086,Normal,100W_S00_CCW_R4_W0003
2.395127541332238,Abnormal,200W_S01_CCW_R4_W0295
0.1675835596186081,Normal,200W_S02_CW_R4_W0447
0.10063127031601607,Normal,100W_S05_CW_R4_W0104
0.12466825718932187,Normal,100W_S06_CW_R4_W0132
0.12264763790950933,Abnormal,200W_S07_CCW_R4_W0587
0.17492720318958951,Abnormal,200W_S19_CCW_R4_W0408
0.10347516303916045,Abnormal,100W_S07_CW_R4_W0150
0.06446568812551187,Abnormal,100W_S19_CW_R4_W0264
0.19223571790072275,Abnormal,200W_S04_CW_R4_W0529
0.20035197260658158,Abnormal,200W_S04_CW_R4_W0525
0.15203869763842653,Abnormal,200W_S10_CCW_R4_W0332
0.09450481493035273,Abnormal,100W_S09_CCW_R4_W0180
0.12651997339224808,Abnormal,100W_S07_CCW_R4_W0141
0.13408828612610954,Abnormal,100W_S07_CW_R4_W0146
0.12609094187734088,Abnormal,100W_S20_CCW_R4_W0280
0.15419838445135903,Abnormal,200W_S07_CCW_R4_W0585
0.14302532509011584,Abnormal,100W_S17_CW_R4_W0226
0.24948931220254378,Abnormal,200W_S08_CW_R4_W0627
0.1298129433491597,Abnormal,200W_S07_CCW_R4_W0586
0.8995233003790128,Abnormal,200W_S01_CCW_R4_W0298
0.18592638681480286,Abnormal,200W_S10_CW_R4_W0345
0.14288419841896363,Abnormal,100W_S18_CCW_R4_W0244
0.12286085796767024,Abnormal,100W_S07_CCW_R4_W0135
0.14562491507683684,Abnormal,100W_S02_CCW_R4_W0035
0.11174496902470389,Normal,100W_S06_CW_R4_W0133
0.10625729470419058,Abnormal,100W_S07_CW_R4_W0151
0.12557232079758215,Abnormal,100W_S03_CW_R4_W0064
2.5335429775115275,Abnormal,200W_S01_CCW_R4_W0304
0.13605185518039858,Abnormal,100W_S17_CW_R4_W0234
0.15904743501804505,Normal,200W_S02_CW_R4_W0459
0.1601245776569726,Normal,200W_S03_CCW_R4_W0498
0.19074477736070444,Abnormal,200W_S19_CCW_R4_W0407
0.13910352819428395,Normal,100W_S06_CW_R4_W0125
0.15734160207020112,Abnormal,200W_S06_CW_R4_W0571
0.4873058983443933,Abnormal,200W_S08_CW_R4_W0621
0.133939389535762,Normal,200W_S02_CW_R4_W0421
0.1731223184472811,Normal,200W_S03_CW_R4_W0509
0.13224329412315391,Abnormal,100W_S07_CCW_R4_W0139
0.16135829443448063,Normal,100W_S01_CW_R4_W0025
0.13866049596370036,Abnormal,100W_S18_CCW_R4_W0238
0.13247798576256045,Abnormal,200W_S17_CCW_R4_W0361
0.20205340020732723,Normal,200W_S03_CW_R4_W0510
0.16956693310029733,Abnormal,200W_S10_CCW_R4_W0334
0.15956982885230492,Abnormal,200W_S07_CW_R4_W0600
0.1214445522147863,Normal,100W_S06_CW_R4_W0128
0.2006445793034733,Abnormal,200W_S10_CW_R4_W0340
0.13036997640476025,Abnormal,100W_S18_CCW_R4_W0239
0.09816957083124471,Abnormal,100W_S09_CW_R4_W0185
0.03448068811270461,Normal,200W_S02_CW_R4_W0434
2.4008902345530103,Abnormal,200W_S01_CCW_R4_W0310
0.1675835596186081,Normal,200W_S02_CW_R4_W0463
0.18162483041938582,Abnormal,200W_S19_CCW_R4_W0405
0.14758288612583947,Abnormal,100W_S18_CW_R4_W0248
0.17201478680852633,Abnormal,100W_S02_CCW_R4_W0040
1.131473124386537,Abnormal,200W_S01_CW_R4_W0323
0.1953536225889534,Abnormal,200W_S09_CCW_R4_W0631
0.19220032496462133,Normal,200W_S02_CW_R4_W0424
1.2917659110804984,Abnormal,200W_S01_CCW_R4_W0301
0.24658523275494118,Abnormal,200W_S08_CW_R4_W0619
2.408085036579834,Abnormal,200W_S01_CCW_R4_W0314
0.07212804615450388,Abnormal,100W_S09_CW_R4_W0187
0.23228486472353613,Normal,200W_S02_CW_R4_W0423
0.15880866282318226,Abnormal,200W_S17_CCW_R4_W0358
0.12204880815130352,Normal,100W_S06_CW_R4_W0124
0.1553453687294329,Abnormal,100W_S02_CW_R4_W0048
0.15092031825347507,Abnormal,100W_S03_CCW_R4_W0063
0.2065779370444515,Abnormal,200W_S09_CCW_R4_W0635
0.12797643783110282,Abnormal,100W_S03_CCW_R4_W0061
0.17181941037312412,Abnormal,100W_S02_CCW_R4_W0043
0.12204880815130352,Normal,100W_S06_CW_R4_W0124
0.09912210321518941,Normal,100W_S05_CW_R4_W0110
0.15999503344867153,Abnormal,200W_S10_CW_R4_W0339
0.10791643145429063,Abnormal,100W_S09_CCW_R4_W0179
0.13570696837797552,Abnormal,100W_S17_CW_R4_W0227
0.11667942956558655,Normal,100W_S06_CW_R4_W0126
1.2561267034269308,Abnormal,200W_S01_CCW_R4_W0308
0.13359742436306726,Abnormal,100W_S02_CCW_R4_W0034
0.1533483990653592,Abnormal,100W_S18_CW_R4_W0251
0.15843490383423647,Abnormal,200W_S07_CCW_R4_W0589
0.14940368729624184,Abnormal,100W_S03_CW_R4_W0065
0.19231847953064424,Abnormal,200W_S19_CCW_R4_W0403
0.10589595867424419,Abnormal,100W_S20_CCW_R4_W0278
0.2166201380067191,Abnormal,200W_S04_CCW_R4_W0524
0.16985068994604968,Abnormal,200W_S10_CCW_R4_W0338
0.10339451898599483,Abnormal,100W_S17_CW_R4_W0232
2.3757783521646876,Abnormal,200W_S01_CCW_R4_W0303
0.10722321512834113,Normal,100W_S05_CCW_R4_W0098
