Gyro_Z_rms,class_label,window_id
104.6467687781352,Abnormal,100W_S17_CW_R4_W0233
61.389819564534285,Abnormal,100W_S09_CCW_R4_W0176
50.804767185351736,Normal,200W_S02_CW_R4_W0421
131.00338868750418,Abnormal,200W_S19_CCW_R4_W0402
127.43795644984024,Abnormal,100W_S08_CW_R4_W0168
58.19030797267924,Abnormal,200W_S04_CCW_R4_W0516
58.930734198566604,Abnormal,200W_S18_CW_R4_W0389
67.94073882891257,Normal,100W_S06_CW_R4_W0133
79.77577687940413,Abnormal,100W_S19_CW_R4_W0270
57.5460884133142,Abnormal,200W_S20_CW_R4_W0493
158.6564198712134,Normal,200W_S02_CW_R4_W0454
83.50466805952001,Abnormal,200W_S17_CCW_R4_W0353
131.15881910819687,Abnormal,200W_S04_CW_R4_W0534
126.6298339287201,Normal,100W_S05_CW_R4_W0108
57.29033094686235,Abnormal,200W_S10_CW_R4_W0346
65.46002138480992,Abnormal,200W_S07_CCW_R4_W0588
49.76529674425647,Normal,200W_S02_CW_R4_W0448
128.49900563143294,Abnormal,100W_S19_CW_R4_W0268
67.63000117961678,Abnormal,100W_S09_CW_R4_W0186
91.2810250405827,Abnormal,100W_S03_CCW_R4_W0060
176.05854184070895,Normal,200W_S02_CW_R4_W0432
176.6007401317596,Normal,200W_S02_CW_R4_W0434
130.39043950717002,Normal,200W_S03_CW_R4_W0509
135.48031356050157,Normal,200W_S02_CW_R4_W0423
114.99711044923835,Abnormal,100W_S02_CW_R4_W0044
96.34060875894134,Normal,200W_S02_CW_R4_W0447
57.7881473964489,Abnormal,200W_S04_CW_R4_W0528
89.1711370112327,Abnormal,200W_S01_CW_R4_W0326
120.20633066022685,Abnormal,100W_S08_CW_R4_W0165
103.29421557241746,Normal,100W_S00_CCW_R4_W0003
98.24291531136453,Normal,200W_S02_CW_R4_W0467
117.0155976925849,Abnormal,100W_S09_CW_R4_W0184
118.71953770725682,Abnormal,200W_S17_CCW_R4_W0355
127.14211624351103,Abnormal,200W_S19_CCW_R4_W0401
112.83056776587887,Abnormal,100W_S02_CW_R4_W0052
117.64324073985793,Normal,100W_S05_CW_R4_W0105
59.7389187172252,Abnormal,200W_S18_CW_R4_W0393
92.45541696091205,Abnormal,100W_S07_CCW_R4_W0140
104.70148824488707,Abnormal,100W_S19_CW_R4_W0267
128.0895944222736,Abnormal,100W_S17_CW_R4_W0229
121.89636145915114,Abnormal,200W_S20_CW_R4_W0494
135.97783014266142,Normal,200W_S02_CW_R4_W0466
83.81421933538441,Abnormal,100W_S17_CW_R4_W0231
65.19877718249903,Abnormal,200W_S06_CW_R4_W0578
106.7408116291202,Normal,200W_S02_CW_R4_W0449
88.08678457850634,Abnormal,100W_S08_CW_R4_W0170
76.88361164375704,Abnormal,200W_S04_CCW_R4_W0523
104.16725193596804,Abnormal,100W_S07_CW_R4_W0147
125.25196190176668,Abnormal,100W_S02_CW_R4_W0045
91.16481572923875,Normal,200W_S02_CW_R4_W0422
123.31993392433992,Abnormal,100W_S20_CCW_R4_W0277
83.81526983701437,Abnormal,100W_S07_CW_R4_W0149
176.05854184070895,Normal,200W_S02_CW_R4_W0432
50.804767185351736,Normal,200W_S02_CW_R4_W0421
176.60578749548264,Normal,200W_S02_CW_R4_W0435
124.7068530956686,Abnormal,100W_S18_CCW_R4_W0242
91.56165056791608,Abnormal,200W_S01_CW_R4_W0322
124.62699071243684,Abnormal,100W_S07_CCW_R4_W0134
132.6572876998811,Abnormal,200W_S06_CW_R4_W0576
123.25689764746892,Normal,100W_S00_CCW_R4_W0001
132.179770744655,Abnormal,200W_S18_CW_R4_W0395
127.51951543467439,Abnormal,100W_S09_CCW_R4_W0174
106.31220412017076,Abnormal,100W_S18_CCW_R4_W0235
63.55965295826806,Abnormal,100W_S19_CW_R4_W0273
65.73775283176897,Abnormal,100W_S02_CCW_R4_W0036
122.68631411865886,Abnormal,200W_S04_CCW_R4_W0521
96.34060875894134,Normal,200W_S02_CW_R4_W0447
103.801540183718,Normal,100W_S05_CCW_R4_W0102
49.76529674425647,Normal,200W_S02_CW_R4_W0448
72.09526639438276,Normal,200W_S03_CW_R4_W0508
131.44869799522675,Abnormal,200W_S07_CW_R4_W0603
135.95475848929527,Normal,200W_S02_CW_R4_W0462
136.47348524739346,Abnormal,200W_S01_CW_R4_W0321
127.65911905527132,Abnormal,200W_S07_CCW_R4_W0591
103.29421557241746,Normal,100W_S00_CCW_R4_W0003
126.54738131499654,Abnormal,200W_S01_CCW_R4_W0295
96.34060875894134,Normal,200W_S02_CW_R4_W0447
124.54551135124345,Normal,100W_S05_CW_R4_W0104
100.83469418703636,Normal,100W_S06_CW_R4_W0132
127.78236382109056,Abnormal,200W_S07_CCW_R4_W0587
62.83897513259676,Abnormal,200W_S19_CCW_R4_W0408
80.37628394280843,Abnormal,100W_S07_CW_R4_W0150
120.81036519772546,Abnormal,100W_S19_CW_R4_W0264
122.17543735029139,Abnormal,200W_S04_CW_R4_W0529
121.706236374045,Abnormal,200W_S04_CW_R4_W0525
135.80025957158495,Abnormal,200W_S10_CCW_R4_W0332
99.02752714530816,Abnormal,100W_S09_CCW_R4_W0180
129.26114080928735,Abnormal,100W_S07_CCW_R4_W0141
65.22164369375355,Abnormal,100W_S07_CW_R4_W0146
109.95451807245531,Abnormal,100W_S20_CCW_R4_W0280
70.09548604897589,Abnormal,200W_S07_CCW_R4_W0585
121.13483607135882,Abnormal,100W_S17_CW_R4_W0226
78.95589027325322,Abnormal,200W_S08_CW_R4_W0627
130.20964869624655,Abnormal,200W_S07_CCW_R4_W0586
129.95289467732744,Abnormal,200W_S01_CCW_R4_W0298
77.68083072497286,Abnormal,200W_S10_CW_R4_W0345
60.585555416140245,Abnormal,100W_S18_CCW_R4_W0244
117.61071348812769,Abnormal,100W_S07_CCW_R4_W0135
122.51595996406084,Abnormal,100W_S02_CCW_R4_W0035
67.94073882891257,Normal,100W_S06_CW_R4_W0133
127.85076463654211,Abnormal,100W_S07_CW_R4_W0151
118.59400201108636,Abnormal,100W_S03_CW_R4_W0064
63.56527163803298,Abnormal,200W_S01_CCW_R4_W0304
65.18175070542634,Abnormal,100W_S17_CW_R4_W0234
93.88001517855486,Normal,200W_S02_CW_R4_W0459
135.40971616331626,Normal,200W_S03_CCW_R4_W0498
72.35329007188314,Abnormal,200W_S19_CCW_R4_W0407
119.09108007167238,Normal,100W_S06_CW_R4_W0125
122.96800139763488,Abnormal,200W_S06_CW_R4_W0571
120.43093782003105,Abnormal,200W_S08_CW_R4_W0621
50.804767185351736,Normal,200W_S02_CW_R4_W0421
130.39043950717002,Normal,200W_S03_CW_R4_W0509
73.69632465180945,Abnormal,100W_S07_CCW_R4_W0139
120.48980260011608,Normal,100W_S01_CW_R4_W0025
87.9962338956953,Abnormal,100W_S18_CCW_R4_W0238
81.34318869472033,Abnormal,200W_S17_CCW_R4_W0361
124.29981993413092,Normal,200W_S03_CW_R4_W0510
51.461388902469075,Abnormal,200W_S10_CCW_R4_W0334
73.40160928845137,Abnormal,200W_S07_CW_R4_W0600
127.31258672773433,Normal,100W_S06_CW_R4_W0128
132.66005593360978,Abnormal,200W_S10_CW_R4_W0340
128.0823239686012,Abnormal,100W_S18_CCW_R4_W0239
123.79146101149972,Abnormal,100W_S09_CW_R4_W0185
176.6007401317596,Normal,200W_S02_CW_R4_W0434
125.75218130658902,Abnormal,200W_S01_CCW_R4_W0310
96.34060875894134,Normal,200W_S02_CW_R4_W0463
126.57861938680755,Abnormal,200W_S19_CCW_R4_W0405
104.1144501699256,Abnormal,100W_S18_CW_R4_W0248
83.51552733160024,Abnormal,100W_S02_CCW_R4_W0040
55.00078694475471,Abnormal,200W_S01_CW_R4_W0323
66.90644158134461,Abnormal,200W_S09_CCW_R4_W0631
112.96895616245678,Normal,200W_S02_CW_R4_W0424
70.14976746190798,Abnormal,200W_S01_CCW_R4_W0301
80.43173772557347,Abnormal,200W_S08_CW_R4_W0619
125.62654804530744,Abnormal,200W_S01_CCW_R4_W0314
100.82401240804708,Abnormal,100W_S09_CW_R4_W0187
135.48031356050157,Normal,200W_S02_CW_R4_W0423
55.834352740035015,Abnormal,200W_S17_CCW_R4_W0358
123.38522175014259,Normal,100W_S06_CW_R4_W0124
128.68190625444237,Abnormal,100W_S02_CW_R4_W0048
70.03288566590712,Abnormal,100W_S03_CCW_R4_W0063
66.99340430195004,Abnormal,200W_S09_CCW_R4_W0635
129.31384827274672,Abnormal,100W_S03_CCW_R4_W0061
66.12876911122221,Abnormal,100W_S02_CCW_R4_W0043
123.38522175014259,Normal,100W_S06_CW_R4_W0124
91.39846634070864,Normal,100W_S05_CW_R4_W0110
121.55522256018945,Abnormal,200W_S10_CW_R4_W0339
68.0821516306438,Abnormal,100W_S09_CCW_R4_W0179
63.98285564356944,Abnormal,100W_S17_CW_R4_W0227
62.546034048528995,Normal,100W_S06_CW_R4_W0126
71.75406749384615,Abnormal,200W_S01_CCW_R4_W0308
120.48074117731711,Abnormal,100W_S02_CCW_R4_W0034
78.8278515473618,Abnormal,100W_S18_CW_R4_W0251
70.085830912256,Abnormal,200W_S07_CCW_R4_W0589
123.9214581922474,Abnormal,100W_S03_CW_R4_W0065
71.53102171098755,Abnormal,200W_S19_CCW_R4_W0403
119.89797098953385,Abnormal,100W_S20_CCW_R4_W0278
59.158538431208335,Abnormal,200W_S04_CCW_R4_W0524
51.65714934014412,Abnormal,200W_S10_CCW_R4_W0338
128.58625285204576,Abnormal,100W_S17_CW_R4_W0232
126.61022035430622,Abnormal,200W_S01_CCW_R4_W0303
128.04816796178676,Normal,100W_S05_CCW_R4_W0098
124.54551135124345,Normal,100W_S05_CW_R4_W0104
61.00414395094853,Normal,200W_S03_CW_R4_W0507
55.047282874895686,Abnormal,200W_S17_CCW_R4_W0354
127.8569181473375,Normal,100W_S01_CCW_R4_W0021
123.18406542547253,Abnormal,200W_S18_CW_R4_W0390
68.78476029045798,Normal,100W_S05_CW_R4_W0113
74.17008243301677,Abnormal,200W_S07_CW_R4_W0604
136.12480094243594,Abnormal,200W_S01_CW_R4_W0325
128.21839199319783,Abnormal,100W_S07_CW_R4_W0148
57.13730487854507,Abnormal,200W_S08_CW_R4_W0624
158.6564198712134,Normal,200W_S02_CW_R4_W0470
