class,feature,count,mean,median,q25,q75,min,max
Normal,Gyro_Y_rms,155,0.722077955248887,0.597019450405893,0.44199898325898135,1.0059567287417452,0.22523523702717924,1.5401595272310082
Abnormal,Gyro_Y_rms,321,1.003400251175818,0.798542788575284,0.46499356831049254,1.3017683062204148,0.1890041415965454,4.75926965534182
