class,feature,count,mean,median,q25,q75,min,max
Normal,acc_Sum_rms,155,0.24455398887491417,0.24495955020073282,0.1824673413344462,0.31823430976533995,0.062413281829958284,0.4222843034958011
Abnormal,acc_Sum_rms,321,0.430257834746997,0.24923743438952342,0.21159154896067106,0.30930729425663667,0.11815209395696571,2.7157488077555727
