class,feature,count,mean,median,q25,q75,min,max
Normal,acc_Y_rms,155,0.1433900927289827,0.14873380789984886,0.10970308635885315,0.17736711533181154,0.033928037858247155,0.234369625985735
Abnormal,acc_Y_rms,321,0.31898207362184744,0.15419838445135903,0.12906246208663222,0.19231847953064424,0.06419179594466502,2.5872430975967835
