Gyro_X_rms,class_label,window_id
0.5895986407934511,Normal,200W_S02_CW_R4_W0444
1.1556558360154494,Abnormal,200W_S20_CW_R4_W0488
0.39759203072368937,Abnormal,100W_S02_CW_R4_W0047
0.7862834162025134,Abnormal,200W_S09_CCW_R4_W0630
0.2777353964003937,Normal,100W_S01_CW_R4_W0027
0.7825932261984676,Abnormal,200W_S10_CCW_R4_W0328
0.644895495678835,Abnormal,100W_S03_CCW_R4_W0059
0.4135836674567508,Normal,100W_S00_CCW_R4_W0001
0.603252560208751,Abnormal,100W_S08_CW_R4_W0164
0.9522850195068967,Normal,200W_S02_CW_R4_W0450
1.4268415056662467,Abnormal,200W_S01_CW_R4_W0319
1.4774619697618399,Abnormal,200W_S08_CW_R4_W0618
1.1933855228721693,Normal,200W_S02_CW_R4_W0470
1.352338520195071,Normal,200W_S03_CW_R4_W0506
0.4922879359524127,Normal,100W_S01_CCW_R4_W0021
0.4740713544002144,Abnormal,200W_S20_CW_R4_W0486
0.5500918148685751,Abnormal,200W_S08_CW_R4_W0625
0.9069662356289507,Abnormal,200W_S10_CCW_R4_W0335
1.0279010035218257,Abnormal,200W_S09_CCW_R4_W0637
0.8191221087558518,Abnormal,200W_S06_CW_R4_W0577
1.2481471168922869,Abnormal,200W_S18_CW_R4_W0392
0.5097224791090312,Normal,100W_S05_CW_R4_W0110
0.5398217503530268,Normal,100W_S05_CW_R4_W0107
0.7120284030786348,Abnormal,200W_S07_CW_R4_W0601
0.7057987059039416,Normal,200W_S03_CW_R4_W0508
1.357102870451084,Abnormal,200W_S08_CW_R4_W0622
0.6528478364315891,Abnormal,100W_S20_CCW_R4_W0281
0.3966155921822363,Normal,200W_S02_CW_R4_W0430
0.5827870894111837,Normal,100W_S00_CW_R4_W0010
0.8472597256298154,Abnormal,200W_S07_CCW_R4_W0592
0.6456880039217466,Abnormal,100W_S20_CCW_R4_W0276
2.185141531864552,Abnormal,200W_S01_CW_R4_W0318
2.2754987323961635,Normal,200W_S02_CW_R4_W0473
0.3528541048662457,Normal,100W_S06_CW_R4_W0126
0.8107753806112535,Abnormal,100W_S07_CW_R4_W0152
1.3356099924780245,Abnormal,200W_S01_CCW_R4_W0306
0.5398217503530268,Normal,100W_S05_CW_R4_W0107
0.9799527619819337,Abnormal,100W_S07_CCW_R4_W0142
0.41829864049522625,Normal,100W_S05_CCW_R4_W0098
0.9812532160535089,Normal,200W_S02_CW_R4_W0462
0.4631006571160122,Abnormal,100W_S02_CW_R4_W0049
0.5020462212903478,Abnormal,100W_S17_CW_R4_W0225
0.9287584428997279,Abnormal,200W_S09_CCW_R4_W0634
0.7813993352860652,Abnormal,200W_S10_CCW_R4_W0330
0.9337122698925892,Normal,200W_S02_CW_R4_W0451
0.7672841240623071,Abnormal,200W_S04_CW_R4_W0533
0.9051164943758626,Normal,200W_S03_CCW_R4_W0499
0.5281170182987904,Normal,200W_S02_CW_R4_W0465
1.2191781330945572,Abnormal,200W_S18_CW_R4_W0391
0.2914059996762512,Normal,100W_S00_CCW_R4_W0002
1.5710707175233616,Abnormal,200W_S01_CCW_R4_W0307
1.4968151943632315,Abnormal,200W_S01_CW_R4_W0316
0.2914059996762512,Normal,100W_S00_CCW_R4_W0002
0.9075379569621811,Abnormal,200W_S20_CW_R4_W0489
0.5246625304283147,Abnormal,100W_S07_CW_R4_W0145
1.0406388996560718,Abnormal,200W_S01_CCW_R4_W0315
0.26130858284886826,Abnormal,100W_S08_CW_R4_W0166
0.1752125029076605,Abnormal,100W_S09_CCW_R4_W0182
0.7500222737642217,Abnormal,200W_S04_CCW_R4_W0520
0.2746634764483755,Normal,100W_S01_CW_R4_W0033
0.468055282685229,Abnormal,100W_S18_CCW_R4_W0240
0.4301101177689449,Normal,100W_S01_CCW_R4_W0018
0.319966517032975,Abnormal,100W_S08_CW_R4_W0172
0.8011130698762369,Abnormal,200W_S09_CCW_R4_W0632
0.9337122698925892,Normal,200W_S02_CW_R4_W0451
0.6292664503816098,Abnormal,100W_S18_CCW_R4_W0236
1.1912929161299428,Abnormal,200W_S04_CCW_R4_W0513
0.9337122698925892,Normal,200W_S02_CW_R4_W0467
0.5808713531213255,Abnormal,100W_S17_CW_R4_W0230
1.098065354728992,Abnormal,100W_S07_CCW_R4_W0143
0.4595450310591803,Abnormal,100W_S03_CW_R4_W0066
1.1104935253767503,Abnormal,200W_S01_CCW_R4_W0309
0.4135836674567508,Normal,100W_S00_CCW_R4_W0001
1.230449969221165,Abnormal,200W_S01_CCW_R4_W0311
0.6552538939005681,Normal,200W_S02_CW_R4_W0421
0.7057987059039416,Normal,200W_S03_CW_R4_W0508
0.7261100275857615,Abnormal,200W_S01_CCW_R4_W0305
0.2986749896110181,Normal,100W_S01_CW_R4_W0032
1.084861772226892,Abnormal,200W_S01_CCW_R4_W0312
0.7548331991884173,Abnormal,200W_S09_CCW_R4_W0629
0.5895986407934511,Normal,200W_S02_CW_R4_W0460
0.3872777304239573,Abnormal,100W_S02_CW_R4_W0050
0.2635678758744433,Abnormal,100W_S09_CCW_R4_W0178
0.8744393514843078,Abnormal,200W_S04_CCW_R4_W0514
0.9337122698925892,Normal,200W_S02_CW_R4_W0467
0.9706505123159257,Normal,200W_S02_CW_R4_W0463
0.31377894604438805,Normal,100W_S06_CW_R4_W0133
1.444133115869334,Abnormal,200W_S20_CW_R4_W0492
0.5031659516231212,Normal,100W_S05_CCW_R4_W0099
0.5492431509857509,Normal,100W_S05_CCW_R4_W0096
2.312587792468248,Normal,200W_S02_CW_R4_W0437
0.3574260600826693,Normal,100W_S01_CW_R4_W0029
0.8982755742980962,Abnormal,200W_S10_CCW_R4_W0327
1.5869826280088213,Abnormal,200W_S07_CW_R4_W0599
0.6433139763886244,Abnormal,100W_S20_CCW_R4_W0279
0.5281170182987904,Normal,200W_S02_CW_R4_W0465
0.8515394872443832,Abnormal,200W_S10_CCW_R4_W0331
0.7976802056330372,Abnormal,100W_S03_CCW_R4_W0055
0.9706505123159257,Normal,200W_S02_CW_R4_W0447
0.7124237688682684,Abnormal,100W_S07_CCW_R4_W0138
0.3184487389086553,Abnormal,100W_S09_CW_R4_W0193
0.8643125444970836,Abnormal,200W_S17_CCW_R4_W0356
1.0104406482438473,Normal,200W_S02_CW_R4_W0431
0.411960860424265,Normal,100W_S05_CCW_R4_W0103
0.4301101177689449,Normal,100W_S01_CCW_R4_W0018
0.9326326424410735,Normal,200W_S02_CW_R4_W0459
0.8256978629615448,Abnormal,200W_S07_CCW_R4_W0590
1.2597609282907503,Abnormal,200W_S04_CW_R4_W0530
0.4301101177689449,Normal,100W_S01_CCW_R4_W0018
0.72001649011366,Abnormal,200W_S07_CCW_R4_W0584
0.37935388638576967,Normal,100W_S01_CW_R4_W0024
1.0104406482438473,Normal,200W_S02_CW_R4_W0431
0.8161899977688902,Abnormal,200W_S08_CW_R4_W0617
1.160986261470982,Abnormal,200W_S19_CCW_R4_W0397
0.31377894604438805,Normal,100W_S06_CW_R4_W0133
1.4374707869615508,Abnormal,200W_S07_CW_R4_W0595
0.7525732345709139,Abnormal,100W_S03_CCW_R4_W0056
0.34887808896880695,Normal,100W_S05_CCW_R4_W0101
0.37935388638576967,Normal,100W_S01_CW_R4_W0024
0.8402865292326248,Abnormal,200W_S07_CCW_R4_W0583
0.5925387947845164,Normal,100W_S05_CW_R4_W0111
0.49423105801789624,Normal,200W_S02_CW_R4_W0448
0.27701050744084105,Normal,100W_S01_CW_R4_W0031
0.7636338379133536,Abnormal,200W_S07_CW_R4_W0594
0.810902097569099,Normal,200W_S03_CW_R4_W0505
0.3415002922339733,Abnormal,100W_S18_CCW_R4_W0241
0.8022964562958982,Abnormal,200W_S06_CW_R4_W0573
0.5008754004932667,Normal,100W_S01_CCW_R4_W0014
0.7294456934269521,Abnormal,200W_S17_CCW_R4_W0352
0.8685933159551376,Abnormal,200W_S17_CCW_R4_W0362
1.221736090485118,Abnormal,200W_S01_CCW_R4_W0300
1.0287650066749159,Abnormal,200W_S10_CCW_R4_W0336
0.45749056403051985,Abnormal,100W_S03_CW_R4_W0073
0.2555593731536179,Abnormal,200W_S06_CW_R4_W0575
0.5903043361481107,Normal,100W_S00_CW_R4_W0009
1.5288432221135517,Abnormal,200W_S10_CW_R4_W0348
0.5026194147725681,Normal,100W_S01_CCW_R4_W0017
0.5739172952876963,Abnormal,100W_S03_CW_R4_W0067
0.26395044009585755,Abnormal,100W_S02_CCW_R4_W0042
0.39676299716855534,Abnormal,200W_S06_CW_R4_W0582
0.45959955906746697,Abnormal,100W_S03_CW_R4_W0069
0.5637225592815059,Abnormal,100W_S08_CW_R4_W0171
0.4301101177689449,Normal,100W_S01_CCW_R4_W0018
0.3979185827915705,Abnormal,100W_S08_CW_R4_W0173
0.7977344318389809,Normal,200W_S03_CCW_R4_W0497
0.3914451405133489,Abnormal,100W_S09_CW_R4_W0189
0.4966994628014201,Normal,100W_S00_CCW_R4_W0004
1.3320301139565454,Abnormal,200W_S20_CW_R4_W0491
0.8533918386481546,Abnormal,200W_S04_CCW_R4_W0518
0.41829864049522625,Normal,100W_S05_CCW_R4_W0098
1.2984395419488628,Abnormal,200W_S08_CW_R4_W0623
0.2795411004584996,Abnormal,100W_S02_CCW_R4_W0039
0.7262889926328553,Abnormal,200W_S04_CW_R4_W0532
0.410045401766711,Abnormal,100W_S07_CW_R4_W0144
0.9326326424410735,Normal,200W_S02_CW_R4_W0443
0.6908549477508885,Abnormal,100W_S20_CCW_R4_W0283
0.8590004107049558,Abnormal,200W_S04_CCW_R4_W0522
0.31978094359035125,Abnormal,100W_S09_CCW_R4_W0175
0.41444871691586954,Normal,200W_S02_CW_R4_W0468
0.3148614436142671,Abnormal,100W_S18_CW_R4_W0247
0.6955554277522948,Abnormal,100W_S20_CCW_R4_W0274
1.2133452539618226,Abnormal,200W_S01_CW_R4_W0320
0.9919003056146234,Abnormal,200W_S10_CCW_R4_W0337
0.4898712195311591,Abnormal,100W_S18_CCW_R4_W0237
0.2961629119187345,Abnormal,100W_S09_CCW_R4_W0181
1.0612295758347166,Abnormal,200W_S10_CW_R4_W0350
1.1549678597464494,Abnormal,200W_S18_CW_R4_W0388
1.2609313343840307,Abnormal,200W_S04_CW_R4_W0531
0.9337122698925892,Normal,200W_S02_CW_R4_W0467
0.4413870189371787,Abnormal,100W_S03_CW_R4_W0070
0.53542505734383,Normal,100W_S00_CCW_R4_W0000
0.9221284823423364,Abnormal,200W_S10_CW_R4_W0347
0.17533182770617048,Abnormal,100W_S08_CW_R4_W0169
0.5917288780843928,Abnormal,100W_S18_CW_R4_W0250
0.7099637124977183,Abnormal,200W_S07_CW_R4_W0597
0.5725909425574363,Normal,100W_S00_CW_R4_W0008
2.312587792468248,Normal,200W_S02_CW_R4_W0437
0.5887075189895938,Abnormal,100W_S17_CW_R4_W0228
0.7350362517276067,Abnormal,200W_S07_CCW_R4_W0593
0.948905287236033,Normal,200W_S02_CW_R4_W0420
0.8387515126413885,Abnormal,200W_S09_CCW_R4_W0636
0.8063589001411032,Abnormal,200W_S10_CCW_R4_W0329
0.5725909425574363,Normal,100W_S00_CW_R4_W0008
0.5492431509857509,Normal,100W_S05_CCW_R4_W0096
0.3447185698302585,Abnormal,100W_S02_CW_R4_W0051
1.4736389737209965,Abnormal,200W_S19_CCW_R4_W0398
0.616409028657701,Abnormal,100W_S03_CCW_R4_W0058
0.7046493200088738,Abnormal,200W_S06_CW_R4_W0572
0.9500321060519703,Normal,200W_S02_CW_R4_W0442
0.552023053268047,Abnormal,200W_S18_CW_R4_W0386
2.1434415681589707,Normal,200W_S02_CW_R4_W0433
0.5903043361481107,Normal,100W_S00_CW_R4_W0009
0.3575447378459185,Normal,100W_S05_CW_R4_W0112
0.8840607919132704,Abnormal,200W_S01_CCW_R4_W0299
0.34106935929770005,Abnormal,100W_S02_CCW_R4_W0041
1.407395393979255,Abnormal,200W_S07_CW_R4_W0596
0.39710766505817247,Abnormal,100W_S19_CW_R4_W0271
1.699513821685633,Abnormal,200W_S20_CW_R4_W0496
0.5029325392146626,Abnormal,100W_S03_CW_R4_W0072
0.19422386208883285,Abnormal,100W_S19_CW_R4_W0272
0.7256565607967853,Abnormal,200W_S06_CW_R4_W0580
1.4325433350779027,Abnormal,200W_S08_CW_R4_W0626
0.5990984061106877,Abnormal,100W_S03_CW_R4_W0068
0.5539937954192918,Normal,100W_S00_CCW_R4_W0003
0.42225414900438024,Abnormal,100W_S02_CCW_R4_W0037
0.2905996192013649,Abnormal,100W_S09_CW_R4_W0192
0.5903043361481107,Normal,100W_S00_CW_R4_W0009
0.41444871691586954,Normal,200W_S02_CW_R4_W0452
0.451857942002402,Normal,100W_S00_CW_R4_W0007
1.22239961146175,Abnormal,200W_S19_CCW_R4_W0404
1.352338520195071,Normal,200W_S03_CW_R4_W0506
0.8338143819089113,Abnormal,100W_S18_CW_R4_W0252
0.2777353964003937,Normal,100W_S01_CW_R4_W0027
0.8332678803160608,Abnormal,200W_S17_CCW_R4_W0351
0.4930427597161399,Normal,100W_S06_CW_R4_W0127
0.5842742399836999,Normal,200W_S02_CW_R4_W0422
0.21907916449538883,Abnormal,100W_S09_CCW_R4_W0183
0.9150649103771522,Abnormal,200W_S17_CCW_R4_W0360
1.2879273963656452,Abnormal,200W_S10_CW_R4_W0341
0.7367488259316092,Abnormal,200W_S07_CW_R4_W0602
0.41444871691586954,Normal,200W_S02_CW_R4_W0452
0.9331371675575865,Abnormal,200W_S10_CCW_R4_W0333
0.3528541048662457,Normal,100W_S06_CW_R4_W0126
0.70656168151822,Abnormal,100W_S03_CCW_R4_W0057
0.5721830929242706,Abnormal,100W_S07_CCW_R4_W0136
0.3569824982416851,Abnormal,100W_S09_CW_R4_W0190
1.7167051573074583,Abnormal,200W_S19_CCW_R4_W0406
0.8428155999179117,Abnormal,200W_S17_CCW_R4_W0357
1.2005506329515283,Abnormal,200W_S04_CW_R4_W0527
0.6525811868758511,Abnormal,100W_S20_CCW_R4_W0275
1.100813637486852,Abnormal,200W_S19_CCW_R4_W0400
0.7489309884442729,Abnormal,100W_S18_CW_R4_W0249
0.49423105801789624,Normal,200W_S02_CW_R4_W0448
1.344260667864909,Abnormal,200W_S10_CW_R4_W0344
0.5688680283436921,Abnormal,100W_S08_CW_R4_W0167
0.6849503502190245,Abnormal,200W_S04_CCW_R4_W0515
0.8498549227515482,Abnormal,100W_S07_CW_R4_W0153
0.41444871691586954,Normal,200W_S02_CW_R4_W0468
0.9802288358842405,Abnormal,200W_S04_CCW_R4_W0517
1.4907038308573346,Abnormal,200W_S19_CCW_R4_W0399
0.6914394507615368,Abnormal,200W_S01_CCW_R4_W0313
0.8221064494426831,Abnormal,200W_S17_CCW_R4_W0359
0.33705576963457085,Abnormal,100W_S19_CW_R4_W0266
1.1492539724676756,Abnormal,200W_S18_CW_R4_W0387
0.24496950159838723,Abnormal,100W_S19_CW_R4_W0269
1.5976833047823158,Abnormal,200W_S10_CW_R4_W0349
0.9647347640550319,Abnormal,200W_S01_CW_R4_W0324
0.9812532160535089,Normal,200W_S02_CW_R4_W0446
0.43418221465164797,Abnormal,100W_S02_CW_R4_W0053
0.661600493345765,Abnormal,100W_S20_CCW_R4_W0282
0.4727900548369457,Abnormal,200W_S06_CW_R4_W0574
0.2652386893183235,Abnormal,200W_S06_CW_R4_W0579
0.5127412498005244,Abnormal,200W_S08_CW_R4_W0620
0.7221631016460869,Abnormal,200W_S10_CW_R4_W0342
0.3630608820147261,Abnormal,100W_S09_CCW_R4_W0177
1.563270452704723,Abnormal,200W_S01_CCW_R4_W0296
0.3413180491321126,Abnormal,100W_S02_CCW_R4_W0038
0.3966155921822363,Normal,200W_S02_CW_R4_W0430
0.5976879362637104,Abnormal,100W_S03_CW_R4_W0071
0.7389684742629575,Abnormal,100W_S17_CW_R4_W0233
0.3694652766076476,Abnormal,100W_S09_CCW_R4_W0176
0.6552538939005681,Normal,200W_S02_CW_R4_W0421
1.639781956669913,Abnormal,200W_S19_CCW_R4_W0402
0.5506382303794152,Abnormal,100W_S08_CW_R4_W0168
0.8472090872369649,Abnormal,200W_S04_CCW_R4_W0516
0.48468619215355113,Abnormal,200W_S18_CW_R4_W0389
0.31377894604438805,Normal,100W_S06_CW_R4_W0133
0.4014153152080949,Abnormal,100W_S19_CW_R4_W0270
1.0599412484667743,Abnormal,200W_S20_CW_R4_W0493
1.1933855228721693,Normal,200W_S02_CW_R4_W0454
0.7405643565462169,Abnormal,200W_S17_CCW_R4_W0353
1.3551991815067779,Abnormal,200W_S04_CW_R4_W0534
0.5389708340145851,Normal,100W_S05_CW_R4_W0108
0.8944689194537426,Abnormal,200W_S10_CW_R4_W0346
0.8723778385503254,Abnormal,200W_S07_CCW_R4_W0588
0.49423105801789624,Normal,200W_S02_CW_R4_W0448
0.43781402746151205,Abnormal,100W_S19_CW_R4_W0268
0.43201719971134017,Abnormal,100W_S09_CW_R4_W0186
0.6897091239426661,Abnormal,100W_S03_CCW_R4_W0060
1.7456827208640409,Normal,200W_S02_CW_R4_W0432
2.2629245039817856,Normal,200W_S02_CW_R4_W0434
0.8582208477275682,Normal,200W_S03_CW_R4_W0509
0.9390569273982599,Normal,200W_S02_CW_R4_W0423
0.391535050358884,Abnormal,100W_S02_CW_R4_W0044
0.9706505123159257,Normal,200W_S02_CW_R4_W0447
0.7105015463593376,Abnormal,200W_S04_CW_R4_W0528
1.3500438593342403,Abnormal,200W_S01_CW_R4_W0326
0.5980837686024395,Abnormal,100W_S08_CW_R4_W0165
0.5539937954192918,Normal,100W_S00_CCW_R4_W0003
0.9337122698925892,Normal,200W_S02_CW_R4_W0467
0.36397351074219075,Abnormal,100W_S09_CW_R4_W0184
0.802231680711549,Abnormal,200W_S17_CCW_R4_W0355
1.0632257293299854,Abnormal,200W_S19_CCW_R4_W0401
0.4165933248080483,Abnormal,100W_S02_CW_R4_W0052
0.5584679714345835,Normal,100W_S05_CW_R4_W0105
0.4084513333666006,Abnormal,200W_S18_CW_R4_W0393
0.9842454472777513,Abnormal,100W_S07_CCW_R4_W0140
0.46039683979455337,Abnormal,100W_S19_CW_R4_W0267
0.6008752929377287,Abnormal,100W_S17_CW_R4_W0229
1.0330692292866295,Abnormal,200W_S20_CW_R4_W0494
0.9522850195068967,Normal,200W_S02_CW_R4_W0466
0.6383690871139984,Abnormal,100W_S17_CW_R4_W0231
0.4218838788411146,Abnormal,200W_S06_CW_R4_W0578
0.5281170182987904,Normal,200W_S02_CW_R4_W0449
0.486408710735551,Abnormal,100W_S08_CW_R4_W0170
0.7575418294086961,Abnormal,200W_S04_CCW_R4_W0523
0.6180335623838761,Abnormal,100W_S07_CW_R4_W0147
0.5552685990271281,Abnormal,100W_S02_CW_R4_W0045
0.5842742399836999,Normal,200W_S02_CW_R4_W0422
0.5595984694907136,Abnormal,100W_S20_CCW_R4_W0277
0.699553748165574,Abnormal,100W_S07_CW_R4_W0149
1.7456827208640409,Normal,200W_S02_CW_R4_W0432
0.6552538939005681,Normal,200W_S02_CW_R4_W0421
2.2979362885901167,Normal,200W_S02_CW_R4_W0435
0.31647602147494375,Abnormal,100W_S18_CCW_R4_W0242
1.8050308907758694,Abnormal,200W_S01_CW_R4_W0322
0.5912697180307056,Abnormal,100W_S07_CCW_R4_W0134
0.7119568835881599,Abnormal,200W_S06_CW_R4_W0576
0.4135836674567508,Normal,100W_S00_CCW_R4_W0001
1.1102825568985368,Abnormal,200W_S18_CW_R4_W0395
0.36293117402693137,Abnormal,100W_S09_CCW_R4_W0174
0.5679000554676324,Abnormal,100W_S18_CCW_R4_W0235
0.3033528464443184,Abnormal,100W_S19_CW_R4_W0273
0.32189523659190533,Abnormal,100W_S02_CCW_R4_W0036
0.8553597138122733,Abnormal,200W_S04_CCW_R4_W0521
0.9706505123159257,Normal,200W_S02_CW_R4_W0447
0.459697982642598,Normal,100W_S05_CCW_R4_W0102
0.49423105801789624,Normal,200W_S02_CW_R4_W0448
0.7057987059039416,Normal,200W_S03_CW_R4_W0508
1.4653327887837166,Abnormal,200W_S07_CW_R4_W0603
0.9812532160535089,Normal,200W_S02_CW_R4_W0462
1.771952040021388,Abnormal,200W_S01_CW_R4_W0321
0.9521650724878118,Abnormal,200W_S07_CCW_R4_W0591
0.5539937954192918,Normal,100W_S00_CCW_R4_W0003
1.3220606701699096,Abnormal,200W_S01_CCW_R4_W0295
0.9706505123159257,Normal,200W_S02_CW_R4_W0447
0.613334329217385,Normal,100W_S05_CW_R4_W0104
0.31669972930003387,Normal,100W_S06_CW_R4_W0132
0.9663235286236166,Abnormal,200W_S07_CCW_R4_W0587
1.333662488956791,Abnormal,200W_S19_CCW_R4_W0408
0.7044153319910853,Abnormal,100W_S07_CW_R4_W0150
0.4693711688101935,Abnormal,100W_S19_CW_R4_W0264
0.753008775872743,Abnormal,200W_S04_CW_R4_W0529
0.6673406790029586,Abnormal,200W_S04_CW_R4_W0525
0.9639469764419073,Abnormal,200W_S10_CCW_R4_W0332
0.3468830631748371,Abnormal,100W_S09_CCW_R4_W0180
0.8183910035822256,Abnormal,100W_S07_CCW_R4_W0141
0.576706206716067,Abnormal,100W_S07_CW_R4_W0146
0.5808554792661105,Abnormal,100W_S20_CCW_R4_W0280
0.6367965100800852,Abnormal,200W_S07_CCW_R4_W0585
0.49731748721512153,Abnormal,100W_S17_CW_R4_W0226
1.3792339515242154,Abnormal,200W_S08_CW_R4_W0627
0.8030146042518003,Abnormal,200W_S07_CCW_R4_W0586
1.1219308337380653,Abnormal,200W_S01_CCW_R4_W0298
1.4108379357135432,Abnormal,200W_S10_CW_R4_W0345
0.3028583822986716,Abnormal,100W_S18_CCW_R4_W0244
0.6021832974559703,Abnormal,100W_S07_CCW_R4_W0135
0.4174762222503731,Abnormal,100W_S02_CCW_R4_W0035
0.31377894604438805,Normal,100W_S06_CW_R4_W0133
0.8023192956988124,Abnormal,100W_S07_CW_R4_W0151
0.5376410065248214,Abnormal,100W_S03_CW_R4_W0064
1.0376569678301117,Abnormal,200W_S01_CCW_R4_W0304
0.7672903430915341,Abnormal,100W_S17_CW_R4_W0234
0.9326326424410735,Normal,200W_S02_CW_R4_W0459
0.5945974603096967,Normal,200W_S03_CCW_R4_W0498
1.7597939721035496,Abnormal,200W_S19_CCW_R4_W0407
0.48702446852501097,Normal,100W_S06_CW_R4_W0125
0.35358382016293766,Abnormal,200W_S06_CW_R4_W0571
0.6075639667489952,Abnormal,200W_S08_CW_R4_W0621
0.6552538939005681,Normal,200W_S02_CW_R4_W0421
0.8582208477275682,Normal,200W_S03_CW_R4_W0509
0.7854063549965675,Abnormal,100W_S07_CCW_R4_W0139
0.5550357499370665,Normal,100W_S01_CW_R4_W0025
0.3877830478437625,Abnormal,100W_S18_CCW_R4_W0238
0.9413777202997583,Abnormal,200W_S17_CCW_R4_W0361
1.4400949484382861,Normal,200W_S03_CW_R4_W0510
0.8335579462945382,Abnormal,200W_S10_CCW_R4_W0334
1.5696622821136172,Abnormal,200W_S07_CW_R4_W0600
0.46220566314342565,Normal,100W_S06_CW_R4_W0128
1.2487816287168922,Abnormal,200W_S10_CW_R4_W0340
0.3641058115118153,Abnormal,100W_S18_CCW_R4_W0239
0.4973861675136722,Abnormal,100W_S09_CW_R4_W0185
2.2629245039817856,Normal,200W_S02_CW_R4_W0434
0.9113758479568174,Abnormal,200W_S01_CCW_R4_W0310
0.9706505123159257,Normal,200W_S02_CW_R4_W0463
1.1909094724957778,Abnormal,200W_S19_CCW_R4_W0405
0.5829107746666906,Abnormal,100W_S18_CW_R4_W0248
0.4221523356425869,Abnormal,100W_S02_CCW_R4_W0040
1.2591179289155456,Abnormal,200W_S01_CW_R4_W0323
0.7105840583275913,Abnormal,200W_S09_CCW_R4_W0631
0.9842373445278,Normal,200W_S02_CW_R4_W0424
1.1035991603886437,Abnormal,200W_S01_CCW_R4_W0301
1.4238931352857565,Abnormal,200W_S08_CW_R4_W0619
0.6881839837289822,Abnormal,200W_S01_CCW_R4_W0314
0.3683524763299928,Abnormal,100W_S09_CW_R4_W0187
0.9390569273982599,Normal,200W_S02_CW_R4_W0423
0.7756508574456297,Abnormal,200W_S17_CCW_R4_W0358
0.47807047356422266,Normal,100W_S06_CW_R4_W0124
0.45876322674325565,Abnormal,100W_S02_CW_R4_W0048
0.762097767129402,Abnormal,100W_S03_CCW_R4_W0063
0.7668338843421615,Abnormal,200W_S09_CCW_R4_W0635
0.558104436918908,Abnormal,100W_S03_CCW_R4_W0061
0.4214731841079036,Abnormal,100W_S02_CCW_R4_W0043
0.47807047356422266,Normal,100W_S06_CW_R4_W0124
0.5097224791090312,Normal,100W_S05_CW_R4_W0110
0.5256632591069991,Abnormal,200W_S10_CW_R4_W0339
0.23152060860680015,Abnormal,100W_S09_CCW_R4_W0179
0.4071405609795005,Abnormal,100W_S17_CW_R4_W0227
0.3528541048662457,Normal,100W_S06_CW_R4_W0126
1.4045818846972586,Abnormal,200W_S01_CCW_R4_W0308
0.5426339123645243,Abnormal,100W_S02_CCW_R4_W0034
0.5093864326648673,Abnormal,100W_S18_CW_R4_W0251
0.6714584923772045,Abnormal,200W_S07_CCW_R4_W0589
0.5954282066590113,Abnormal,100W_S03_CW_R4_W0065
1.678224848900561,Abnormal,200W_S19_CCW_R4_W0403
0.6962526376881373,Abnormal,100W_S20_CCW_R4_W0278
0.7848825437131444,Abnormal,200W_S04_CCW_R4_W0524
0.893061180708972,Abnormal,200W_S10_CCW_R4_W0338
0.8112734397830585,Abnormal,100W_S17_CW_R4_W0232
0.6814432655741116,Abnormal,200W_S01_CCW_R4_W0303
