acc_X_rms,class_label,window_id
0.14136259556184194,Normal,100W_S01_CCW_R4_W0018
0.11953509243144399,Abnormal,200W_S07_CCW_R4_W0584
0.1307087756050879,Normal,100W_S01_CW_R4_W0024
0.13838692986331538,Normal,200W_S02_CW_R4_W0431
0.272777591857328,Abnormal,200W_S08_CW_R4_W0617
0.14285791708621265,Abnormal,200W_S19_CCW_R4_W0397
0.10508498992876515,Normal,100W_S06_CW_R4_W0133
0.1402677213640494,Abnormal,200W_S07_CW_R4_W0595
0.14272204191574658,Abnormal,100W_S03_CCW_R4_W0056
0.08692493997078887,Normal,100W_S05_CCW_R4_W0101
0.1307087756050879,Normal,100W_S01_CW_R4_W0024
0.10386936975066091,Abnormal,200W_S07_CCW_R4_W0583
0.09401838186041862,Normal,100W_S05_CW_R4_W0111
0.13567323712151738,Normal,200W_S02_CW_R4_W0448
0.1176899219872058,Normal,100W_S01_CW_R4_W0031
0.1210819688996213,Abnormal,200W_S07_CW_R4_W0594
0.20360812290708763,Normal,200W_S03_CW_R4_W0505
0.11468672626897183,Abnormal,100W_S18_CCW_R4_W0241
0.13483998120944493,Abnormal,200W_S06_CW_R4_W0573
