feature,normal_mean,abnormal_mean,abnormal_to_normal_ratio,difference,pct_increase
acc_Y_rms,0.1433900927289827,0.31898207362184744,2.2245754051135584,0.17559198089286474,122.45754051135584
acc_Sum_rms,0.24455398887491417,0.430257834746997,1.7593572557390085,0.18570384587208286,75.93572557390085
acc_Z_rms,0.1473704184463875,0.2243512678258165,1.5223629693867915,0.07698084937942898,52.236296938679146
acc_X_rms,0.12983450026014123,0.1922466115989362,1.4807051378003822,0.06241211133879496,48.07051378003821
Gyro_Y_rms,0.722077955248887,1.003400251175818,1.3896010034400847,0.28132229592693103,38.960100344008474
Gyro_X_rms,0.7209047463455733,0.7976626406963776,1.1064743917138944,0.07675789435080427,10.64743917138944
Gyro_Z_rms,106.34935879910378,100.03006798647935,0.9405798879844522,-6.3192908126244305,-5.9420112015547755
